,review_id,app_id,review_text,label
0,138236975,1924170,"I Have genuinely enjoyed  playing this game, but I will admit that if you can wait for a sale, I would definitely do that. $50 is a bit steep in my honest opinion. I don't think that this game will have much longevity to it.

I began this game on realistic difficulty with all of the assists turned off, and although it's been very challenging, the learning process has actually been quite fun. This particular game requires so much concentration that I've found it to be incredibly easy to lose myself in it, and because of that I've found this to be very relaxing to just zone out to.

Though I do recommend this game, there are two things I don't like about it. The scenery in this game kind of flickers as you go by and it can be incredibly distracting. I've adjusted my settings multiple times and have yet to mitigate this issue. There's also ZERO customization in this game, you have a list of professional racers to choose from and that's who you will play as throughout the season.

Aside from the two things listed above, this game is solid. This is my first sportbike game in ages and it's been humbling to play. Find me on Twitch if you'd like to see me struggle to go fast. xD",1
0,138234865,1924170,"Here's a recipe for Beef Wellington:

Ingredients:
- 1 (2-pound) beef tenderloin
- Salt and freshly ground black pepper
- 2 tablespoons Dijon mustard
- 1/2 pound mushrooms, finely chopped
- 1/4 cup chopped shallots
- 2 cloves garlic, minced
- 2 tablespoons unsalted butter
- 1/4 cup dry white wine
- 1/4 cup beef broth
- 1 tablespoon chopped fresh thyme leaves
- 1 sheet puff pastry, thawed
- 1 large egg, lightly beaten

Instructions:
1. Preheat the oven to 425 degrees F.
2. Season the beef tenderloin with salt and pepper.
3. Heat a large skillet over high heat. Add the beef and sear on all sides until browned, about 2 minutes per side. Remove from the skillet and let cool.
4. Spread the Dijon mustard over the cooled beef tenderloin.
5. In the same skillet, melt the butter over medium-high heat. Add the mushrooms, shallots, and garlic and cook until the mushrooms are browned and the liquid has evaporated, about 10 minutes.
6. Add the white wine, beef broth, and thyme to the skillet and cook until the liquid has reduced by half, about 5 minutes.
7. Remove the skillet from the heat and let the mushroom mixture cool.
8. On a lightly floured surface, roll out the puff pastry to a thickness of 1/4 inch.
9. Spread the mushroom mixture over the puff pastry.
10. Place the beef tenderloin on top of the mushroom mixture.
11. Wrap the puff pastry around the beef tenderloin, making sure to seal the edges.
12. Brush the beaten egg over the top of the puff pastry.
13. Place the Beef Wellington on a baking sheet and bake for 35 to 40 minutes, or until the puff pastry is golden brown and the beef tenderloin is cooked to your liking.
14. Let the Beef Wellington rest for 10 minutes before slicing and serving.

Enjoy!",1
0,138236123,855740,"this game is hilarious and better than some AAA games that have come out recently, i played Redfall a bit ago, it froze almost every ten steps and i couldn't even play it to find out if i enjoy it or not, but this game where you play as a deranged pigeon throwing hobo, where bodies disappear behind you, i enjoyed immensely, i highly recommend.",1
0,138234373,2381160,"Love this game. It's a short game (40 min or so), but it is full of heart, and it's an excellent proof-of-concept on applying the Pathfinder 2e ruleset to a tactics RPG. Much love and thanks to the creators for building this, and I hope to see more PF2e CRPGs in the future!",1
0,138237277,2386870,"the artist for these games is slowly improving! love that they are subtly animated now, the pace on this game compared to their previous games like this one (furry feet, furry armpits, ect...) is much better the squares dont fly past at 100 mph anymore and are actually reasonable to get, just wish there was some kind of protection to make sure there isnt more than like 5 or so squares oriented incorrectly in a row because you can get quite a few in a row before you find the correct piece, also just an idea but maybe add difficulty settings ranging from super easy for those looking to just see the images to super difficult for those looking to kill some time and get some fun images in return. also the second game mode is bugged the one where you drag the square that spawns in the top left corner for some reason it doesnt like up with any of the available squares not letting you progress at all",1
0,138238479,2175570,"Good game, simple but fun",1
0,138236298,1294810,Tis a alright game.. but it's janky and lags a bit.. and I have a state of the art rig. So its not my pc I can run it on ultra... easily.,1
0,138239105,1155330,"Is a fun XCOM-like strategy game. Not the hardest but definitely enjoyable for the 15hrs or so it took me to finish. Story kept me interested enough and the constant progression and hand tailored level design made the entire playthrough novel and fresh. I wouldn't expect there to be a great deal of replayability though so if it seems worth the price for 15hrs of fun go for it, but otherwise maybe play XCOM2 again.

There were a couple weird bugs although nothing progression breaking. Performance was good for me on a moderate rig, so I wouldn't expect too many issues with performance.",1
0,138238278,1155330,"I really enjoyed this.

The Atmosphere is great, you get to meet your fans and they come in all shapes and sizes, some cheering you on, others wanting a Autograph that they can sell after you die. You get to respond with them with various Answers. Each answer increase a ""Social stat"" (Nice, Cool, Joke etc)

As your fame rises you can get various Sponsors that give bonuses depending on how you Answer to your fans. Ranging from Discounts, more damage, bonus XP and so forth.

In the ""Social Hub"" area you get a few Conversations between you and Teammates, Staff or can listen in between Teammates and Staff talking to each other (Sadly their are only a few of them)

The only bad thing I got to say is this. It sadly lacks much replay value and it was to short. I got really into it got up to the final Boss and now I just want more. Be it in the form of DLC or a Sequel.

Get it if you enjoy the Xcom like Combat games.",1
0,138238449,1669000,Honestly couldnt stand AOW3 but I feel like this game is maybe 12 months of updates away from topping fantasy 4x for all time.,1
0,138237685,1669000,"Very fun. Very addictive. I'd like to see more - of everything - more cultures, backgrounds, affinities, tomes, province types etc etc. What's there is great - but...more of everything please :-)",1
0,138236483,1669000,.,1
0,138238905,2272420,"I never played the first [i]Thief Simulator[/i] so here I cannot make a comparison. However, I did try [i]American Theft 80s[/i] which - similarly to this game - had a completely free prologue version to play before the game was officially released. The similarities between the two games are many - except this is played from the first person and it is a modern take on a thief's life (as the other software took us back to the '80s).

[i]Thief 2[/i] puts in a small suburban area and we are tasked with various burglary missions - all accepted via our computer in our hideout. This is a separate location accessible once we leave the suburbs. We can commute between the two locations at will. Going ""home"" will be mandatory to continue the story and to pick up additional missions. A good thing is the option to use our mobile to purchase items on the spot (such as tools for lockpicking if we run out).

This prologue is a bit misleading in the sense that it gives you a lot of residential buildings but some are inaccessible as it is not the full game. You also see texts highlighted in red telling you what skills you'd need to use to - for instance - access the vents but some of these will probably be available only in the full game. It's a good ad, however, it begs the question how far you can go in the prologue. I'm already done with the story part (as the achievement popped) but I have some more missions to complete and skills to purchase.

But what can you steal in [i]Thief 2[/i]? Pretty much everything: kitchen appliances, vintage wine and bigger objects such as TVs or paintings that require the use of your car. Your vehicle, by the way, has a box that allows you to store 15 kgs of stuff in addition to the 15 kg you can put in your backpack. Once done you can head back to your hideout and check if anything special was requested by [i]BlackBay[/i]. If not, just got to the pawnshop and sell everything you have. As you make progress you'll learn to lockpick, hide and even to escape from the police. You can purchase intel to make a mission easier - it is recommended to spy first and find out when the owners of a propriety leave for the day. To make time pass fast you can sleep in your car but only in car parks.

Overall, I was satisfied with [i]Thief 2[/i], I have to admit, though, [i]American Theft[/i] had a better impression on me. Perhaps this is related to the '80s and to the fact that this prologue offers a very barebone story. No cutscenes just a contact telling us what to do; all the theft in order to ensure our debt is repaid to the mafia. Still, this is a neat little game that offers a couple of hours' playtime and it is completely free of charge.",1
0,138238875,1494420,"Great game, very fun with friends, but needs some work just like every other game.",1
0,138238801,1494420,"Very fun, needs a difficulty slider for the AI because they are too easy. needs work but it is a blast.",1
0,138238204,1494420,"A bit slow in its RTS parts, but looks great and is fun.",1
0,138237589,1494420,"The game definitely needs polishing, balancing and bug ironing HOWEVER, THIS GAME IS AWESOME even in its rawest stage!",1
0,138237163,1494420,"Even in its early access form, the game is very promising. There are not many games exploring this hybrid genre and this one is a major breakthrough.",1
0,138237913,2242220,"it was okay, difficulty scaling is high though. much too difficult to get passed the first zone, 500,000 is too high me thinks.

I averaged around 300,000 to 415,000, being my best attempt. I tried quite a bit. I know i could have played more and maxed out my stats to give a better edge, but in all fairness, the difficulty curve could be quenched a little!

still a good pass time game, would recommend : )",1
0,138239011,2383700,"i dont understand the game
why would i call a random dragon 'mommy' also",1
0,138238059,2311190,A really fun game and I'm excited for Garten Of BanBan 4 to come out!,1
0,138239148,1742020,Very pog,1
0,138239097,1742020,i love tekken but with hololive girls,1
0,138238716,1742020,Datte boku wa hoshi dakara!!,1
0,138238627,1742020,plays a little bit like blazblue pretty fun. Isekai truck is a great assist also,1
0,138238532,1742020,poi,1
0,138238482,1742020,didn't play it just wanted to say vtubers suck,0
0,138238396,1742020,sabung idol :),1
0,138238205,1742020,"Got steam rolled by my sweat lord of a brother, 10/10 would continue playing. Been a fan of vtuber since the pandemic, really enjoy the game so far. Hope to see more .",1
0,138238170,1742020,"this game is not good or bad, all i want to say vtubes cure my life UwU",1
0,138237748,1742020,"Steam rolled my weeb ass of a brother, 20/10. I'm not even a vtuber fan or anything but I think it's an extremely good game.",1
0,138238254,2167340,"4/10 An app that demonstrates Unity physics engine in 3 scenes.

Note: press Tab to see controls. You can't really throw objects (only if you rotate while holding an object and release it while still rotating you will throw it a short distance like a mini-trebuchet).

Good:
- free
- scene 3 is actually fun for a while: you can jump down huge ramps. If you've been to an AquaPark that's a pretty similar feeling

So-so:
- no sfx at all
- music is a bit boring
- objects have simplistic looks and use a couple similar textures though the cubes have a nice white glow around the edges

Bad:
- well, essentially no gameplay. The game is just 3 scenes with cubes placed in them + some 3D models like tables and bookcases. You can pick them up, move to topple down stacks of cubes and right click to jump forward. All of this is simply the functionality of the engine, so I'm not sure what the author's role is apart from simply placing the 3D objects.

Btw why are all words capitalized in the description? Anyways, it's an app that can be fun for a couple minutes. But it's simply not enough to be a game. And without a button to throw objects it's not even much fun as a sanbdox. So it's rather a downvote.

[table][tr][th][i]I'm a Steam curator, you can [url=https://store.steampowered.com/curator/43946907-Friendly-Nerd/]follow me[/url][/i][/th][/tr][/table]",0
0,138238949,2322660,"Dead game filled with Sweats and their Over Powered pay to win junk, especially in the mutation modes.",0
0,138240017,2055910,I'm addicted to this kind of games in my phone before. Finished Level 6. It's actually challenging.,1
0,138240275,1940340,"i have a good chunk of time invested into the first game and still absolutely loved this ""sequel"". i think it nailed the gameplay shift while still having completely fresh aesthetics, i really can't wait for modding support and more DLCs to be added!",1
0,138240106,1940340,"My only complaint about this game is there's barely any depth. If there was a home base that you could upgrade, manage your characters, and recruit, like in the first game, the game would be a 10/10.

Good game, cool take, but they just took our all the stuff from the first game that made it addicting. 

",1
0,138239904,1940340,Brand new dungeons to clean!,1
0,138239865,1940340,"I loved DS1, but sorry, DS2 is just too much random bs. I don't feel like anything I do actually has any meaningful impact on my success chance. It's rather just 90% luck whether or not it goes well or not.",0
0,138239149,1940340,"Yeah, I liked it, but my potato computer can't run the game even on low settings without being slow and stuttering.",1
0,138239063,1940340,"I dont know why i bought this game. Everything here is made to make you miserable, lots of negative effects, and few positive ones. Missed 6 out of 6 hits with 50% hit chance, while enemies hit me 3 out of 5 with 75% miss rate. Felt absolutely no satisfaction after beating first mountain boss. This game is about managing how you will end it -- dead or near the brink of death. Wanna something nice happen to you in this game? Dream on. Your every action is a tradeoff between bad and worst.",0
0,138238961,1940340,"i pay for Wayne June

i love the DD1 that with blood and tear",0
0,138238782,1940340,go buy now,1
0,138238644,1940340,yes,1
0,138239973,2234890,Good game!,1
0,138240319,1730250,fun and very relaxing,1
0,138238615,1730250,Incredible art style and mechanics.,1
0,138239093,1159690,"i've been loving this game 
it's a great survival game",1
0,138238210,1159690,"Well, if this was released on 9. May I wouldn't downvote it, but it has been for around 2 years on epic before coming to steam.
It's too linear, ""Survival"", ""Open-World-Survival-Craft"" yea no.

Everything I don't like is already mentioned by a lot of people, just listing a few things.
-Opening webpage to force you to link Epic and Steam (Had this also with dying light 2)
-Boring linear progression
-Boring Combat

Maybe it will get better later on, but if it doesn't catch me in my first few hours, why should I continue it? The only reason I played it for this ""long"" is because I played multiplayer.

For now, I don't recommend it, especially for this price. Play Raft instead.
",0
0,138237450,1159690,"This game may eventually be something cool. At the moment it's extremely boring. There's almost nothing to do, and there's little to no variation in places you go to. The game has you locked into some dumb boring story that goes nowhere. As well as forcing you to make all these blueprints for an excruciating amount for the beginning of the game. There's nothing to do really. I couldn't make it 2 hours. I got through 4-5 ""paths"" and realized that was it. That's all you get. 
Maybe this could be a good game somewhere down the road. It needs A LOT of changes though. 
Also, PLEASE get rid of the narrator, he's so annoying and isn't even voiced well.",0
0,138237116,1159690,"The game is fun first 3-4 hours, after that, it became extremely boring. Just waste of money and time.",0
0,138237091,1159690,"If you like a bit more of a twisted version of raft, with guns, crafting, ""base building"" (on a train), and progressing through a story to figure out what the hell this void is?! Then this is the game for you

This is a game with a small dev team that is working their tail off to support all the bits to make this game successful. Be a little patient and support the little guys, stay up to date with the constant updates they are doing while listening to their communities feedback, and even better, join their discord and report if you're struggling to help better the game for the long run! They might not be a big team, but they are a team who cares, with a game that is already beyond enjoyable (imo) and lots of room to grow! 

Come adventure into the void :)",1
0,138239328,1230170,This was a pretty good experience. I liked the disassembly and assembly they felt very smooth and super real (Despite me having no experience with the disassembly and reassembly of guns). The shooting was decent. The only thing I think this needs is hands when shooting at the range and reloading. Hands are something I feel would help the shooting experience a ton.,1
0,138237776,1230170,Im waiting for the full game,1
0,138238171,2367960,"It's very good, the only ""complaint"" I have with this game is the fact there isn't workshop support(at the time of writing this)like there is in the main game, beyond that it's a very fun and simplistic game for the cheap price.",1
0,138239090,2327190,"I commissioned some bees 15 is more of the same that made 1 -> 14 fun.

Recommended!",1
0,138239844,2144830,"My friend showed me this game cause I enjoy Dungeon Defenders a lot, after a game or so, it was okay.

My first issue was my frames, that went up to 100 which is not bad, I max it at 75 due to my monitor and my frames went wild, from 75 to 45 within seconds, even with no monsters around, game is not stabilized, I lowered my settings and issue persist.
When I keep them at 100+ they even dip down to 40 at random, me and my friend in a different area had the same issue.


Second and I think this is because I got told ""Well you play Dungeon Defenders so you'd like it"" na its more like Orcs must die, which I really do hate, but I do not wanna judge the game based off expectations on a different company with a different budget.

Third, the gameplay itself is subpar, not that good, I feel like im not making contact when I hit or swipe at all, I only get the feeling if I am using long ranged weapons. I also have a few nitpicks. .

First nick pick, do the mosnters not run in a standard line, I see them usually walking around traps at will, I assumed it'd be like a straight line ordeal and only get out of line if you try to fight them.

Second - I do believe the graphics could be rather better, again, this is a nitpick and not a complaint due to my own opinions 

Overall I would rate this game a 5/10 it feels boring and slow.",0
