review_id,app_id,review_text,label
138130420,1494420,"Really fun game, the RTS features are great just lacking buildings and versatility when ingame. The only major issue is the AI pathing for the human resource gathering machine which needs regular micromanaging which makes it stressful. Other than that, the FPS side is really fun, definitely could see some more units and vehicles unlocked in the near future which would expand it even more. 

TLDR: AI and RTS needs a bit more work",1
138130959,1999470,"There is no escape. You press play, and it's 2 am. That's how good the game is.

You've been warned.",1
138130174,2311190,this game is fun i will play all the games like this one it's so much fun,1
138131826,1742020,This is what kiryu coco would have wanted. bless her soul. bless the country of taiwan,1
138131101,1742020,Somehow getting grabbed by Fubuki invigorates my soul.,1
138131068,1742020,susei,1
138131017,2055910,Very challenging and addictive single-button game that fans of Adamvision's previous games will enjoy a lot.,1
138132192,1940340,"Feels like sidegrade from the prequel but still a very good game unless u're stuck or diehard for the prequiel which is fine, everyone have their own taste",1
138132024,1940340,"This is a GREAT game that i'll definitely continue playing as a rouge-like fan, But sadly its not a good darkest dungeon game. Shouldn't have been a sequel, a new IP with new characters and setting would have fit this game much more.",1
138131760,1940340,The Brightest no Dungeon,0
138131280,1730250,"Having played Dorfromantik, this game seems more engaging to me. Very simple rules, intuitive gameplay, and clear objectives. I usually don't like this type of games, and I thought it would be a refund after an hour of gameplay. But I kept playing. Recommended, especially if you like city builder/puzzle genre.",1
138132136,1159690,"Don't worry about bad recommends, Its still in early stage just fewer bug I haven't found any yet and Developer is still working on it and patching bad bugs off.
Its actually like raft but with train and space",1
138132133,1159690,"Saw this game like 2 years ago, got excited then forgot about it, Discovered it a year ago or so on Epic, decided to wait. Glad I did. Now I can play it on Steam without any hassle.

Almost everything negative I've seen about this game has either been fixed or is being fixed, or its nitpicking. Honestly. 
Don't know if you'll like it? Play the demo.",1
138131786,1159690,The game feels like its on rails.,1
138131734,1159690,"I truly dislike making a review this early into a game.  I know I haven't seen what this game has to offer yet.  I know I am, ultimately, reviewing an incomplete product.  The problem I have with the game, however, is that here, even nearly a dozen hours in, the game has been so mind-numbingly slow, monotonous, and boring, that I'm struggling to continue the game.  This review, in its current state, is more of a warning for that early game.  A majority of this review is going to be a copy/paste from a forum post I made seven hours in.  I will include further thoughts after.

The theme of this game is interesting, and I love interesting themes. But the actual gameplay for me, 7 hours in, has been boring. And I mean boring compared to other survival games. The resource gathering is painfully slow. You can't just go out and collect what you need, you need to wait for it to come within range. That takes the agency out of the players' hands, they are now beholden to the RNG gods and have to sit around until the right pieces they need come. Flooded to metal and can't find wood? Too bad, here's more metal, and more, and more over here. You have to wait, and if you don't see the wood hidden behind environmental stuff? Too bad, missed it, keep waiting.

Beyond that is the combat. Weapons in this game simply do not do enough damage, either outgoing or incoming. Combat becomes just a slog, especially when the game throws 8+ enemies at you. Each one takes forever to take down, but they can't kill you either. So it's just a slow, grindy, not fun process of poking at their heads when they're in cover.

And that combat only really happens (so far) in two places: Stops and outposts. And even then, only sometimes. But even without that, outposts are just mini-stops during the void, and neither one is really worth doing much in. There's some resources to be found at stops, sure, including plot specific stuff, but for the most part they are as devoid of actual content as the rest of the game. You'll find a few containers here and there with parts, some loose gear here and there - not enough to really make exploring worth while. There is the slot machine, if you found tokens, that doesn't really seem to be worth while. There is a vending machine you can use to try to buy parts you need with parts you're overflowing with - but never the right stuff (the above example, I have too much scrap metal, not enough wood, the cost of wood was in... chemicals, something else I was lacking).

There's also been no variety in these first seven hours. It's been the same void every time. Same outposts. Same stops. There's nothing new to see. Nothing new to do. Upgrades are drip-fed and trivial. The game just drags its feet. But more importantly, it's that lack of player agency and variety that really kills it. A slow start is OK if the player doesn't feel it. Here, it's in your face. It's the SAME components for seven hours, only recently did Zinc start getting added to the mix and I don't have enough wood to do anything anyway. The game needs variety, desperately. It needs the player to be able to do something to get more materials faster. Outposts have trees for crying out loud, why can't we harvest them for wood? Or break down buildings/containers etc. for scrap metal? SOMETHING to increase the resources, and something that lets the player be a part of it. Give more variety to the void, at least change the damned color once in a while. Let us feel like there's actual progress. This game feels like you're stuck in an unending mire. And that's a death knell for games like this. Perception is everything.

Yea, I'm only seven hours in, but these seven hours are turning me away from the game - something other survival games don't do. I suppose the best comparison this game has is The Raft, which I admit I have not played. Yet my friends who have have given that one glowing recommendations, and I can't do the same here.

Four hours later, things have only slightly changed.  I have finally gotten an ability to automatically gather some supplies.  This sounds like a wonderful thing, but it's not.  This will not replace the monotonous ""flying out in front of the train with the grappling hook looking for the parts I need"".  In fact, since you can't choose what supplies are automatically gathered, it tends to continue to unbalance you and give you the things that just clog your limited inventory rather than help you advance.  As a note, I've reached a second stage of materials, and crafting stations.  They don't replace the old ones, you still need the first tier stations in order to build all the first tier parts which you then upgrade on the second tier stations.  This does two things: Wastes more of your time, and wastes more of your fuel.  Especially as the second tier of stations require a higher grade of fuel to function.  Which you can either waste even more resources trying to convert your current supplies into higher tier stuff - at rather diminishing returns for the fuel it takes to DO that - or you're once again beholden to the RNG for the fuel you need to appear in the void.

As a note, one thing I don't have yet is the ability to make any walls for the train.  Or add any decor.  Which the, let's call them ""crew members"" you do receive later require for increased happiness in order to unlock their abilities.  I am still stuck with a long line of flat beds.  Which creates a second problem.  In most crafting games, you can design a layout that expands in at least two dimensions, so that you can at least somewhat mitigate the travel time between sections.  Being stuck on a train, all it ever does it get longer, making parts of the train further and further apart as you progress.  Literally, in the case where you expand a current car rather than make a new one.  Which is another set of oddness, as you're limited to the number of sections you can build, and a new car or expanding a current one both take up one section - and the same components.  I find that confusing and unnecessary as well.  It'd be better to limit the number of cars, but independently be able to upgrade them.  Or perhaps that would be too predictable.

Finally, speed.  The rate in which you can travel through the void is extremely limited, by design.  Even if you get a faster engine, there are obstacles that demand that you travel slowly.  Not only are there the outposts that stop your train cold (supposedly, you can ram them - but it will damage your train doing so), there is a far worse threat out there.  Two flavors of mines.  One is activated entirely on your speed.  If you try to move quickly through them, they explode and will destroy your engine, leaving you stranded until you can repair it.  Hope this doesn't happen when you're out of supplies!  Second are just magnetic mines, that don't care what speed you're going.  They just latch on to the train and then explode.  Now, both sets of mines can be dealt with in a few ways: Destroying them from a distance, or disarming them up close.  But the faster you're going, the harder they are to do with, and the more of them there are.  If you are moving at a decent pace and come across a mine field, you have almost no time to react before your engine is torn to pieces and you're stuck.  The only solution is to crawl through the void at the slowest default speed.  (That saves on precious fuel as well - the same fuel that you need for all the crafting.)

The early game is not balanced.  At all.  It is an absolute grind that even veteran survival game players will find themselves struggling with.  You have no agency, you simply have to wait for materials to come to you, slowly.  The environments early on lack the promise of variety that the trailer shows.  It's all the same void until, supposedly, you earn something new.

At least almost 12 hours in it finally changed color.",0
138131269,1159690,Absolutely Fantastic game. It's like Raft but on steroids. Plus Train and trippy atmosphere!,1
138131597,2366910,"It's a cute and fun game with plenty of creative mechanics in it for a deckbuilder.

The devs are actively working on it and improving it currently on a day-by-day pace, which is honestly incredible! 

If you are into the likes of Slay the Spire then this game might be worth checking out. It is simpler, but interesting in its own way.",1
138132243,1230170,"The game is good but performance need more optimization. Cant wait to explore more, been waiting for this game since the demo came out",1
138132086,1230170,"1st sec of the game i have my ears blasted into orbit
then a loading screen long enough to load me in gta 5 two times
have to disassemble the whole gun to even see what the problem is
about 3 guns in the whole game so far

just play tarkov for guns or car mechanic simulator for braindead puzzle assembly gameplay
wish i could refund my 10gb of internet usage on this dogpile",0
138131717,1230170,"Just played it to see what it was like, its ok If you're into simulator games then this could be something you like",1
138132083,758690,"This game has been called unplayable and a mess, and I am still trying to find out what justifies that. I have been following this work of art from the beginning along with many others. I will start off by saying I am a proud backer of the Kickstarter that brought us this game. There are some things that need worked on with the game, but I just played it for 5 hours and thoroughly enjoyed it. As long as you're not trying to play the game on a potato of a computer, everything ran fine for me and looked great on Medium graphics settings with the resolution set for 1900x1080. Everything still looked great, GPU was never used up over 70%. I run a Nvidia 3060 12gb VRAM. CPU never went over 10%. I run a Intel i7 12700k 3.6GHz 12-Core Processor. A majority of these people claiming to have all these issues most likely don't have the settings configured properly. Anyone who is a fan of the survival genre, LOOK NO FURTHER! This game has it all, and instead of having to worry about annoying A.I. Wolves, Bears, or other creatures. You simply have to survive the harsh elements of Mars. I absolutely love that the devs of this game worked hand in hand with the folks developing tools/structures for colonies on the Moon/Mars in the here and now. The structures you see in game are the prototypes of what they may be using in future colonization missions in space. What a time to be alive! You can expect the normal grind you would have to put in when playing a solid survival game. You have the same frustrations as well, however, this game is Early Access and I would have to say it is probably one of the better Early Access titles I have played that hasn't been a complete flop. Including AAA titles. So well done to the devs. Get it now while the price is good. Once the cat is out of the bag about this gem, it will surely be marked up to a price that reflects the quality and you will have missed out at getting in on the ground level and helping make an already outstanding game, even better.",1
138132034,758690,"first off all , i don't understand the many bad reviews . i played the game for three hours now and had just one major crash .
oke the game is not perfect at all but more than good atm . and i hope in the near future a lot of new stuff .
Good game devs",1
138131329,758690,"I love this game, I really do. It satisfies my base building with just the right amount of survival and exploration mechanics with semi-realism. What I don't like is the bugs but it's EA so it gets a general pass, especially being day 1 with the majority of things working but some bugs are abhorrent. Like the rocks not loading right away when I load a game and I have to wait several in game hours for them to ""pop in"", it's annoying. This needs a lot of TLC and I hope Pyramid gets the chance especially with the successful kickstarter.",1
138130948,758690,"Game is pretty solid, and they've made some good progress - better than I thought, to be honest. I look forward to seeing what the future updates bring. Worth a go if you're into this kind of thing.",1
138132383,2001340,good boi Malt is angry boi now,1
138132310,2001340,"buy this game now if you want a promised trilogy from cyber connect 2. your money is well spent on this then other failed modern games out there like red fall. hell this might convince cyber connect 2 for Solatorobo, or tail concerto remake.",1
138131176,2001340,Support this game or I'll shove Boron back into the Soul Cannon.,1
138132458,1493750,ITS A GRIND ! BOTH AS KILLER AND SURVIVE,0
138132199,1321440,"Great monster collector! I haven't sunk my teeth into a 'mon game like this since Platinum 2. And this is better!

Great soundtrack, concept/design, story, and TRAVERSAL! At the end of the game you are a mobile god!",1
138132063,1321440,"Cassette Beasts scratches that pokemon nostalgia itch i've had for the past 15 years and will to continue to have untill the day i die of old age or a car crash.

Skill system fun asf, balanced? no but it dosen't need to be because its supposed to be fun. 
recording monsters? great fusion even better!

the only real con i have is that the other people you battle ARE METICULOUSLY PLACED TO INFLICT AS MUCH DAmAGE AS POSSIBLE ON MY SMALL FRAGILE HUMAN BRAIN ESPECIALLY WHEN YOU NEED TO HEAL AND IS LOW HEALTH WHAT THE ACTUAL.

10/10 would get hit by a guy off the screen who wants to battle me again.

",1
138131918,601050,.,1
138133087,1293460,Great strategic turnbased.,1
138133238,1869590,"Great game! even though its a 3v3, playing with a duo is still fun! Can't wait for the update on punishment to AFKers/leavers. Once there is less 2v3s the game going to be one of the best games I've played.",1
138133088,1869590,"Fantastic game that deserves all the praise and more.

If you're a fan of MOBAs, Rocket League, or Air Hockey - pick this game up, you won't be disappointed.",1
138132847,1869590,"I'm addicted, please send help.
Also more skins give me more reasons to spend money!",1
138132755,1869590,"I don't understand what's going on, but I like the idea of smacking people out of bounds to KO them while kicking a disk. The grind is a bit excessive though, feels a bit like a gacha, but I guess it's fine.",1
138133179,1774580,"Game is stuck patching at 100%. Guess it has something to do with the EA software required to run the game. As usual, FUCK EA. Worst company of all time.",0
138133132,1774580,"After this most recent update this game has become completely unplayable... I feel very alone in this. since 11:30 I have been trying to download, update, and install. (keep in mind I already have 50 hours and have the game downloaded and installed) 

It has downloaded twice, installed twice, verified 4 times. It has updated once and again started installing. 

It is 4 in the morning now. Since the afternoon of YESTERDAY I have been attempting to just start this game. 

Its giving me another 4 hours and keeps installing more and more content. I'm at a lose for words. This is tiring and frustrating. I am very confused.",0
138133072,1774580,הקר,1
138132891,1774580,good,1
138133947,1623940,"I sometimes wish there was some sort of mid tier for reviews, the game looks stunning, creature design is really neat, the stories and mood are interesting and the music is pretty and atmospheric. I also liked how brutal it could be as weird as that sounds lol. But This feels all dragged down by the actual gameplay, it feels quite clunky and stiff. It very much looked like a game I should play with a controller but I noticed that at certain points the controller just did not work or respond. Buttons to interact with items would disappear forcing me to restart sometimes (I noticed there is a softlock patch out rn, this might have fixed the issue I was having), left or right control stick would not work but only when I was climbing on cages for some reason. Just a few odd bugs here and there causing me to switch from controller to kbm at random points. 

Those problems aside, the gameplay generally is not very deep and it doesn't need to be but it does help when it at least feels good/smooth. Which it did not. Puzzles feel very resident evil-y, very basic and not sure if they even add anything to the experience aside from more playtime (Which is not a lot). I even found myself overthinking them quite a lot but it was always the most simple solution. The game is also weird about its own rules sometimes, mostly when it comes to water. Usually going into the water means death but there were times where the character could swim or the water was just undeep but you are unable to see if it is or not. 

Overall, beautiful game, would simply not rec because of the gameplay, short playtime combined with the pricepoint. If you care less about that it's a great experience and the dev is worth keeping an eye on.",0
138133926,1869590,peak,1
138133678,1869590,get some friends and play a virtual sports anime. anime air hockey,1
138135380,1774580,"I have the recommended specs and after 2 patches, i still get 30 fps on the main planet, nothing runs smooth. Its just a shame because it looks like a great game, but wait for a sale or a total fix (if ever will be one) to buy. Cant recommend at this state.",0
138135020,1774580,"This is the first game in a long long time where the story line has blown me away. On top of that huge maps, loads of side quests, plenty to customise, and challenging enemies which has made me love every second of playing it. As for the running of the game it hasn't been too bad. Had a couple of times where it started to run slow or glitch a little but with the patch updates it has been running a lot more smoothly.",1
138134972,1774580,"The game is great, when it runs well.  Has some glitches and some lag issues. Nothing game killing.  But the updates take HOURS!",1
138134865,1774580,lightsaber go brrr,1
138134834,1774580,I'd like to see the end of this game after 29 hours of game play.  It's a shame that I've crashed 6 times in a row in the same area.,0
138134751,1774580,"Too many puzzles and platforming and not enough bosses for my taste, but they were not bad in any way, in fact the platforming challenges were one of the best parts in the game, however I would have preferred to see more bosses, since this game IS a ""Souls-like"" but Elden Ring might have just corrupted my standards, not saying you should lower your standards in any way when going into this though, this game is on par with the God of War, and the most similar to it. This does have more lightsaber bosses compared to the first one which is great, speaking of the first game, you could dodge cancel attacks in fallen order, I cant see why you cant in survivor, the stances (especially crossgaurd) suffer from not being able to dodge cancel attacks, it would only improve the combat making it even more fast paced, speaking of improving the already great combat, lightsaber stances, just let me cycle through all stances on the fly, it would give a Dante from DMC type of feel to it, just map left on the d pad as ""switch stances"" and right on the d pad as ""sheathe and unsheathe"", its that simple, mods already do it, you know what else mods did? added DLSS which DOUBLED the FPS! Yet again modders on their way to save gaming. Just iron out the problems and this is some GOTY shit.",1
138134112,1774580,Story is super lame. Cosmetic rewards are too.,0
138134875,1933180,Finally a game that the has the balls to do a Goatman themed expansion to DDR!,1
138134171,1155330,"Scarlet rules. This game rules. Top notch tactical battles and a fun framework with a fun ""Running Man""esque setting.",1
138135735,1669000,"A very solid/fun 4x game, with turn-based tactical combat if you wanna go that way-- or just auto-resolve it, if you don't wanna bother. Part of the real joy of THIS installment in the series, tho, is making your own custom faction... whether as a wizard-king dominating a bunch of rough goblins as you take over the blissful lands or a champion of your chosen people trying to become a god-- Age of Wonders 4 has you- hours and hours of fun.",1
138135432,1669000,One of the best turn-based games I have played for a loooong while!,1
138135397,1669000,Not for me. Not goal specific..,0
138134980,1669000,"had a rough launch but has improved. choosing a race doesn't feel as impactful as previous games, but the spell tome systems is a good idea but needs more options when choosing spells.",1
138134742,1669000,it's a banger !! Try it and you love it <3,1
138134546,1669000,This might be the perfect fantasy 4x game,1
138134181,1669000,"This game is best compared to Total War: Warhammer wherein every faction is customizable, even more so as the game progresses. This is great! But, where it lags behind TW at present is unfortunately the turn based combat. Those dramatic combat moments should be the times where all the choices you have made up to this point come back to either delight or haunt you with perceptible consequences on the game board, i.e. in the blood and sweat of deadly combat between warring peoples.

The hex battle board itself is often gloriously illustrated while the environmental obstacles and interactions are quite engaging. The character models are uninspired, their animations are stilted and stiff, and their impact on the field of battle is lacking. The whole combat scheme is almost surely a port from a mobile game that was abandoned at some point and adapted for this project. All that said however, I really only have to point to the 'cinematic' slow-mo shots at the end of battles as the epitome of the game's flaws: unimpactful, underwhelming and un-wonderful.

I would have loved an open RTS-style battlescape with command of units, monsters and artillery interacting in a fully immersive environment subject to the choices the player made on the over world. I guess I'll take the turn-based hex board in a pinch. I don't think asking for the former is too much from a studio like Paradox, but it seems like they already made the lesser choice in hindsight.",0
138134127,1669000,"Yes its good, but bugs persist. Games become harder when your units become stuck and you cannot use them.",1
138134758,1494420,super dope,1
138134395,1494420,"Loads of potential really enjoying it, Looks awesome.",1
